Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
André Ayew,gh GHA,"MF,FW",West Ham,27,1989,9.9,216,291,74.2,2721,532,142,160,88.8,57,77,74.0,5,15,33.3,2,0.3,0.3,+1.7,4,17,5,1,18,19,31.6,6,10,3,6,19,13,5,0,5,4,23,3,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4
André Ayew,gh GHA,"MF,FW",West Ham,27,1989,9.9,216,291,74.2,2721,532,142,160,88.8,57,77,74.0,5,15,33.3,2,0.3,0.3,+1.7,4,17,5,1,18,19,31.6,6,10,3,6,19,13,5,0,5,4,23,3,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8
André Ayew,gh GHA,"MF,FW",West Ham,27,1989,9.9,216,291,74.2,2721,532,142,160,88.8,57,77,74.0,5,15,33.3,2,0.3,0.3,+1.7,4,17,5,1,18,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,291,279,9,1,1,1,8,1,0,0,0,0,216,3,16,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4
André Ayew,gh GHA,"MF,FW",West Ham,27,1989,9.9,216,291,74.2,2721,532,142,160,88.8,57,77,74.0,5,15,33.3,2,0.3,0.3,+1.7,4,17,5,1,18,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,291,279,9,1,1,1,8,1,0,0,0,0,216,3,16,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8
André Ayew,gh GHA,"MF,FW",West Ham,27,1989,9.9,216,291,74.2,2721,532,142,160,88.8,57,77,74.0,5,15,33.3,2,0.3,0.3,+1.7,4,17,5,1,18,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4
André Ayew,gh GHA,"MF,FW",West Ham,27,1989,9.9,216,291,74.2,2721,532,142,160,88.8,57,77,74.0,5,15,33.3,2,0.3,0.3,+1.7,4,17,5,1,18,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,19,31.6,6,10,3,6,19,13,5,0,5,4,23,3,0,Matches,291,279,9,1,1,1,8,1,0,0,0,0,216,3,16,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,19,31.6,6,10,3,6,19,13,5,0,5,4,23,3,0,Matches,291,279,9,1,1,1,8,1,0,0,0,0,216,3,16,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,19,31.6,6,10,3,6,19,13,5,0,5,4,23,3,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,19,31.6,6,10,3,6,19,13,5,0,5,4,23,3,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,291,279,9,1,1,1,8,1,0,0,0,0,216,3,16,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,291,279,9,1,1,1,8,1,0,0,0,0,216,3,16,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8
Jordan Ayew,gh GHA,"FW,MF",Swansea City,25,1991,31.7,700,887,78.9,9413,1239,420,486,86.4,201,256,78.5,30,58,51.7,2,2.0,1.6,0.0,16,33,21,2,50,82,27.8,20,35,27,15,54,39,43,3,40,24,106,20,1,Matches,887,850,35,7,3,0,45,5,0,0,0,0,700,2,27,2,1,0,63,87,8,45,24,60,0,0,0,141,50,120,29.4
César Azpilicueta,es ESP,DF,Chelsea,27,1989,37.0,2469,2924,84.4,42480,14966,1110,1198,92.7,1120,1277,87.7,187,340,55.0,6,4.8,5.1,+1.2,31,215,38,14,240,80,50.0,47,26,7,27,54,27,48,22,26,54,134,135,1,Matches,2924,2789,122,51,10,22,80,71,0,0,0,0,2469,13,23,1,0,0,25,13,1,80,54,59,0,0,1,207,80,53,60.2
Eric Bailly,ci CIV,DF,Manchester Utd,23,1994,11.1,368,428,86.0,6857,2226,126,139,90.6,197,211,93.4,35,57,61.4,0,0.2,0.2,-0.2,2,15,2,0,26,17,41.7,10,5,2,5,12,7,11,6,5,25,42,58,1,Matches,428,411,16,15,1,3,0,1,0,0,0,0,368,1,4,2,0,0,10,9,0,0,25,10,0,0,1,58,17,8,68.0
Leighton Baines,eng ENG,DF,Everton,32,1984,21.2,774,1009,76.7,12799,5667,397,438,90.6,298,369,80.8,61,140,43.6,3,1.9,2.3,+1.1,24,71,21,9,84,25,64.3,18,3,4,9,14,5,18,6,12,25,50,56,0,Matches,1009,782,221,26,0,2,75,174,21,14,7,0,774,6,35,1,0,0,7,17,1,75,25,13,0,0,0,87,14,20,41.2
Tiemoué Bakayoko,fr FRA,MF,Chelsea,22,1994,23.6,957,1116,85.8,14377,3737,511,571,89.5,326,377,86.5,58,76,76.3,2,1.2,0.9,+0.8,16,88,9,1,123,64,33.3,25,32,7,16,48,32,23,6,17,37,101,38,4,Matches,1116,1104,9,8,0,13,5,1,0,0,0,0,957,3,9,5,1,1,50,24,2,5,37,41,0,0,0,169,40,34,54.1
Sam Baldock,eng ENG,FW,Brighton,28,1989,0.4,4,7,57.1,41,7,3,5,60.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7,6,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Beni Baningime,cd COD,MF,Everton,18,1998,2.2,67,82,81.7,1088,304,28,34,82.4,30,35,85.7,3,5,60.0,0,0.0,0.0,0.0,0,6,1,0,11,6,0.0,1,2,3,0,4,4,5,1,4,2,8,2,0,Matches,82,82,0,0,0,1,0,0,0,0,0,0,67,0,2,1,0,0,4,1,0,0,2,2,0,0,0,9,1,2,33.3
Phil Bardsley,sct SCO,DF,Burnley,32,1985,12.5,394,587,67.1,6906,3437,190,214,88.8,163,245,66.5,37,103,35.9,0,0.3,0.7,-0.3,5,55,13,7,53,17,36.4,9,7,1,4,11,7,22,6,16,22,39,77,0,Matches,587,426,157,10,0,2,19,147,0,0,0,0,394,4,9,5,0,0,22,19,0,19,22,16,0,1,0,61,26,27,49.1
Ross Barkley,eng ENG,MF,Chelsea,23,1993,1.4,39,53,73.6,560,96,23,28,82.1,9,13,69.2,3,6,50.0,0,0.1,0.0,-0.1,2,0,2,1,4,0,0.0,0,0,0,0,1,1,3,1,2,0,0,2,0,Matches,53,52,0,0,0,0,2,0,0,0,0,0,39,1,1,0,0,0,1,1,0,2,0,0,0,0,0,3,2,2,50.0
Ashley Barnes,eng ENG,FW,Burnley,27,1989,24.1,316,531,59.5,4207,996,193,282,68.4,101,161,62.7,6,33,18.2,0,1.6,1.8,-1.6,17,22,11,4,34,21,17.2,1,14,6,5,29,24,26,5,21,2,23,19,0,Matches,531,515,13,0,3,0,16,2,0,0,0,0,316,3,17,10,0,0,53,71,26,16,2,14,0,0,0,87,81,218,27.1
Harvey Barnes,eng ENG,"MF,FW",Leicester City,19,1997,0.1,6,7,85.7,84,16,4,4,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7,6,1,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,100.0
Gareth Barry,eng ENG,MF,West Brom,36,1981,21.4,721,963,74.9,13209,4410,323,374,86.4,282,357,79.0,100,193,51.8,1,1.4,1.3,-0.4,17,113,15,3,126,35,33.3,17,14,4,15,45,30,19,11,8,14,49,34,0,Matches,963,920,38,22,3,11,28,3,12,9,2,0,721,5,11,4,0,0,28,29,1,28,14,19,0,0,0,148,32,36,47.1
Kyle Bartley,eng ENG,DF,Swansea City,26,1991,2.6,93,115,80.9,1796,686,32,37,86.5,51,57,89.5,9,18,50.0,0,0.3,0.2,-0.3,2,8,0,0,7,3,100.0,3,0,0,2,2,0,6,6,0,4,7,21,0,Matches,115,112,3,3,0,1,0,0,0,0,0,0,93,0,2,2,0,0,5,1,0,0,4,2,0,0,0,3,14,3,82.4
Michy Batshuayi,be BEL,FW,Chelsea,23,1993,4.0,67,97,69.1,767,100,41,50,82.0,12,21,57.1,3,5,60.0,1,0.1,0.1,+0.9,1,2,1,0,8,5,33.3,2,3,0,1,3,2,0,0,0,1,6,3,0,Matches,97,87,9,0,0,0,0,0,0,0,0,0,67,1,5,0,0,0,4,3,6,0,1,4,0,0,1,9,7,14,33.3
Moritz Bauer,at AUT,"DF,MF",Stoke City,25,1992,14.5,293,465,63.0,5276,2454,136,168,81.0,100,158,63.3,47,107,43.9,0,0.9,1.1,-0.9,13,18,10,8,19,24,38.5,17,7,0,10,26,16,9,1,8,12,36,48,0,Matches,465,314,149,11,0,3,39,138,0,0,0,0,293,2,17,4,0,0,19,20,1,39,12,17,0,0,0,54,18,22,45.0
Jan Bednarek,pl POL,DF,Southampton,21,1996,4.7,139,193,72.0,2611,1037,51,53,96.2,72,95,75.8,16,42,38.1,0,0.0,0.0,0.0,0,11,0,0,14,6,50.0,6,0,0,3,6,3,2,1,1,5,11,27,0,Matches,193,174,19,7,0,0,0,12,0,0,0,0,139,0,3,1,0,0,3,1,0,0,5,3,0,0,0,28,7,17,29.2
Asmir Begović,ba BIH,GK,Bournemouth,30,1987,38.0,693,1162,59.6,23636,18869,55,55,100.0,300,304,98.7,337,798,42.2,0,0.0,0.0,0.0,1,7,0,0,0,0,0.0,0,0,0,0,2,2,0,0,0,2,2,16,7,Matches,1162,696,464,136,0,1,0,0,0,0,0,0,693,2,1,2,0,0,2,7,0,0,2,0,0,1,0,23,8,2,80.0
Héctor Bellerín,es ESP,DF,Arsenal,22,1995,33.9,1833,2193,83.6,27194,7214,1018,1118,91.1,705,814,86.6,61,116,52.6,3,3.9,5.1,-0.9,32,82,53,10,134,57,48.1,36,12,9,25,52,27,42,8,34,23,80,89,4,Matches,2193,1902,285,4,7,4,64,281,0,0,0,0,1833,6,61,5,0,0,36,7,4,64,23,43,0,2,0,175,35,57,38.0
Yohan Benalouane,tn TUN,DF,Leicester City,30,1987,1.0,24,38,63.2,478,89,7,10,70.0,12,16,75.0,5,10,50.0,0,0.0,0.0,0.0,0,0,0,0,1,7,66.7,6,1,0,4,6,2,1,1,0,1,8,4,0,Matches,38,28,10,2,0,0,3,8,0,0,0,0,24,0,1,0,0,0,1,1,1,3,1,3,0,0,0,5,2,2,50.0
Christian Benteke,be BEL,FW,Crystal Palace,26,1990,24.9,379,675,56.1,4993,1074,243,394,61.7,96,195,49.2,18,32,56.3,5,2.9,1.7,+2.1,28,35,12,0,42,11,11.8,3,7,1,2,17,15,15,3,12,3,14,44,0,Matches,675,639,36,0,3,0,3,0,0,0,0,0,379,0,14,6,0,0,48,27,12,3,3,4,2,0,0,50,236,179,56.9
Saido Berahino,bi BDI,FW,Stoke City,23,1993,5.5,75,99,75.8,1078,138,42,52,80.8,27,34,79.4,3,5,60.0,1,0.6,0.3,+0.4,3,3,3,1,9,2,0.0,0,1,1,0,1,1,4,1,3,1,3,2,0,Matches,99,87,12,0,1,1,4,0,0,0,0,0,75,0,2,0,0,0,6,4,4,4,1,2,1,0,0,13,4,19,17.4
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,26,1990,31.5,660,1027,64.3,11965,4451,308,382,80.6,214,313,68.4,107,259,41.3,8,4.7,5.1,+3.3,67,40,30,16,75,43,42.6,16,19,8,20,47,27,21,1,20,34,77,43,0,Matches,1027,858,163,73,2,6,213,3,87,31,40,6,660,6,33,2,0,0,18,33,2,213,34,27,0,0,0,179,39,49,44.3
Ryan Bertrand,eng ENG,DF,Southampton,27,1989,34.8,1476,1954,75.5,21055,8752,911,1022,89.1,444,594,74.7,71,195,36.4,4,3.1,3.3,+0.9,36,130,42,11,174,48,61.3,27,17,4,19,31,12,28,9,19,44,92,74,0,Matches,1954,1549,395,34,1,3,136,328,33,22,5,2,1476,10,70,2,0,0,32,33,1,136,44,35,0,0,0,146,43,51,45.7
Muhamed Bešić,ba BIH,MF,Everton,24,1992,0.5,27,28,96.4,526,84,12,12,100.0,10,10,100.0,5,6,83.3,0,0.0,0.0,0.0,1,1,1,0,2,1,33.3,1,0,0,1,3,2,2,2,0,0,1,1,0,Matches,28,26,2,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,2,1,66.7
Philip Billing,dk DEN,MF,Huddersfield,21,1996,8.5,285,394,72.3,4747,1279,142,168,84.5,107,140,76.4,25,62,40.3,0,0.5,0.4,-0.5,2,22,4,2,26,25,36.4,11,11,3,8,22,14,17,1,16,18,43,19,0,Matches,394,377,17,6,1,2,12,11,0,0,0,0,285,0,8,3,0,0,14,6,1,12,18,16,0,1,0,73,25,12,67.6
Mame Biram Diouf,sn SEN,"FW,DF",Stoke City,29,1987,28.8,347,630,55.1,4835,1503,213,320,66.6,108,201,53.7,10,38,26.3,2,1.9,0.9,+0.1,20,26,7,2,43,48,38.1,26,15,7,8,21,13,22,0,22,14,62,76,1,Matches,630,584,41,0,0,0,34,33,0,0,0,0,347,5,31,6,0,0,38,39,23,34,14,36,0,0,0,75,142,158,47.3
Daley Blind,nl NED,"DF,MF",Manchester Utd,27,1990,4.0,220,274,80.3,3520,1332,120,132,90.9,74,92,80.4,22,43,51.2,0,0.2,0.6,-0.2,4,18,7,3,23,6,28.6,3,2,1,2,7,5,3,0,3,7,13,14,0,Matches,274,234,40,1,0,0,26,24,15,1,12,0,220,0,3,0,0,0,4,4,0,26,7,4,0,0,0,23,8,6,57.1
Jeremie Boga,ci CIV,MF,Chelsea,20,1997,0.2,4,4,100.0,33,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Yannick Bolasie,cd COD,FW,Everton,28,1989,9.5,143,269,53.2,2088,555,84,119,70.6,42,85,49.4,9,34,26.5,0,0.7,0.4,-0.7,4,8,8,5,20,8,28.6,4,1,3,2,7,5,5,0,5,4,12,8,0,Matches,269,258,9,0,0,1,53,4,1,1,0,0,143,2,19,0,0,0,12,11,4,53,4,7,0,0,0,55,11,9,55.0
Gaëtan Bong,cm CMR,DF,Brighton,29,1988,24.8,728,1091,66.7,11534,5807,364,438,83.1,291,423,68.8,43,147,29.3,0,0.5,0.5,-0.5,9,69,7,5,85,39,57.7,25,11,3,15,26,11,24,6,18,40,79,81,1,Matches,1091,821,268,4,0,2,53,264,0,0,0,0,728,2,47,2,0,0,16,13,0,53,40,32,0,0,1,140,29,28,50.9
Wilfried Bony,ci CIV,FW,Swansea City,28,1988,7.9,131,209,62.7,1637,308,92,124,74.2,31,53,58.5,3,4,75.0,0,0.2,0.2,-0.2,4,13,2,0,11,5,20.0,2,2,1,1,5,4,4,1,3,2,7,15,0,Matches,209,196,12,1,0,0,0,0,0,0,0,0,131,1,12,2,0,0,7,11,2,0,2,4,0,0,0,15,43,58,42.6
Sofiane Boufal,ma MAR,"FW,MF",Southampton,23,1993,13.5,431,580,74.3,6295,1617,250,302,82.8,123,164,75.0,32,60,53.3,2,1.8,1.8,+0.2,21,37,24,3,76,37,34.3,12,14,11,12,35,23,20,1,19,6,43,6,0,Matches,580,553,25,3,6,5,40,6,11,9,1,0,431,2,18,1,0,0,27,28,2,40,6,24,0,0,0,81,6,12,33.3
Robbie Brady,ie IRL,MF,Burnley,25,1992,14.2,354,593,59.7,6916,2653,166,206,80.6,109,179,60.9,72,168,42.9,2,2.1,2.6,-0.1,26,39,18,6,54,32,28.6,14,17,1,8,28,20,17,3,14,7,39,29,0,Matches,593,469,114,41,4,7,123,6,67,33,23,8,354,10,22,3,0,0,20,11,3,123,7,21,0,0,0,74,9,12,42.9
Claudio Bravo,cl CHI,GK,Manchester City,34,1983,2.5,64,71,90.1,1601,1126,4,4,100.0,43,44,97.7,17,23,73.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches,71,56,15,5,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0
Miguel Britos,uy URU,DF,Watford,32,1985,8.9,318,401,79.3,6586,2637,96,110,87.3,172,195,88.2,49,84,58.3,0,0.4,0.7,-0.4,3,32,4,1,43,15,54.5,10,5,0,6,11,5,9,1,8,12,27,45,1,Matches,401,381,16,12,0,3,5,4,0,0,0,0,318,4,6,3,1,0,8,6,0,5,12,11,0,0,0,45,27,19,58.7
Leon Britton,eng ENG,MF,Swansea City,34,1982,3.4,127,138,92.0,2255,403,49,53,92.5,70,74,94.6,7,8,87.5,0,0.0,0.0,0.0,0,6,0,0,11,6,62.5,0,5,1,5,8,3,3,1,2,1,7,1,0,Matches,138,132,6,6,0,0,1,0,0,0,0,0,127,0,0,1,0,0,7,1,0,1,1,5,0,0,0,19,0,4,0.0
Izzy Brown,eng ENG,"MF,FW",Brighton,20,1997,3.5,93,139,66.9,1306,279,53,65,81.5,30,45,66.7,5,9,55.6,0,0.8,0.5,-0.8,6,8,4,2,9,3,14.3,2,1,0,1,7,6,3,0,3,1,4,3,0,Matches,139,134,3,0,0,1,7,1,0,0,0,0,93,2,8,0,0,0,3,3,1,7,1,3,0,0,0,17,13,23,36.1
Bruno,es ESP,DF,Brighton,36,1980,22.4,949,1220,77.8,16949,6723,446,492,90.7,371,460,80.7,116,215,54.0,0,0.6,1.0,-0.6,10,54,12,6,78,30,63.6,21,6,3,14,22,8,17,11,6,38,68,76,0,Matches,1220,1005,208,9,0,9,41,199,0,0,0,0,949,7,25,3,0,0,19,8,0,41,38,17,0,1,0,116,28,22,56.0
Chris Brunt,nir NIR,"MF,DF",West Brom,32,1984,21.3,733,1082,67.7,15546,6796,284,328,86.6,274,370,74.1,160,339,47.2,7,4.3,4.5,+2.7,37,98,24,10,100,41,35.5,19,21,1,11,31,20,28,4,24,22,63,45,1,Matches,1082,879,194,57,6,8,139,52,85,54,19,9,733,9,12,5,0,0,15,6,0,139,22,24,0,0,0,148,15,14,51.7
Oliver Burke,sct SCO,"FW,MF",West Brom,20,1997,4.1,114,151,75.5,1509,284,76,91,83.5,28,39,71.8,5,9,55.6,2,0.5,0.4,+1.5,4,4,3,2,6,6,33.3,3,2,1,4,12,8,3,0,3,7,13,3,0,Matches,151,148,2,1,0,2,9,1,0,0,0,0,114,1,5,0,0,0,2,5,0,9,7,4,0,0,0,14,5,7,41.7
Jack Butland,eng ENG,GK,Stoke City,24,1993,35.0,643,1283,50.1,28682,25851,35,36,97.2,163,173,94.2,444,1062,41.8,0,0.0,0.1,0.0,1,54,0,0,0,1,100.0,1,0,0,1,1,0,1,0,1,1,2,26,1,Matches,1283,765,507,169,0,1,0,0,0,0,0,0,643,11,1,0,0,0,0,3,0,0,1,1,0,0,1,55,6,0,100.0
Sam Byram,eng ENG,"DF,MF",West Ham,23,1993,2.8,73,123,59.3,1293,676,29,40,72.5,37,53,69.8,6,25,24.0,0,0.1,0.4,-0.1,2,12,5,3,14,9,44.4,6,3,0,4,9,5,6,2,4,9,18,16,0,Matches,123,93,30,1,0,0,10,29,0,0,0,0,73,0,5,1,0,0,4,1,1,10,9,5,0,0,0,10,13,7,65.0
Willy Caballero,ar ARG,GK,Chelsea,35,1981,3.0,73,100,73.0,1939,1484,17,18,94.4,32,33,97.0,23,46,50.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,Matches,100,79,21,6,0,0,0,0,0,0,0,0,73,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,100.0
Yohan Cabaye,fr FRA,MF,Crystal Palace,31,1986,26.4,1118,1438,77.7,18909,7090,539,603,89.4,416,493,84.4,117,266,44.0,1,4.1,3.8,-3.1,42,124,18,0,138,70,24.7,39,28,3,24,97,73,47,4,43,79,149,29,4,Matches,1438,1254,180,62,6,9,136,5,104,45,21,35,1118,4,19,7,0,0,35,23,1,136,79,44,0,0,0,183,6,14,30.0
Gary Cahill,eng ENG,DF,Chelsea,31,1985,23.2,1194,1347,88.6,21241,8087,458,492,93.1,615,673,91.4,91,133,68.4,0,0.1,0.2,-0.1,3,71,1,0,69,29,47.6,15,9,5,10,21,11,21,14,7,27,56,127,1,Matches,1347,1304,36,26,0,12,0,10,0,0,0,0,1194,7,5,1,1,0,17,17,0,0,27,21,0,0,0,103,91,30,75.2
Dominic Calvert-Lewin,eng ENG,FW,Everton,20,1997,20.9,311,519,59.9,3729,901,198,302,65.6,63,112,56.3,11,24,45.8,6,2.6,1.3,+3.4,20,13,12,6,27,15,13.3,5,3,7,2,15,13,13,1,12,10,25,23,1,Matches,519,505,11,0,1,1,19,4,0,0,0,0,311,3,19,4,0,0,43,27,15,19,10,8,4,0,0,65,133,168,44.2
Geoff Cameron,us USA,"DF,MF",Stoke City,32,1985,16.9,404,581,69.5,7362,3256,166,191,86.9,187,244,76.6,44,120,36.7,0,0.1,0.3,-0.1,6,39,3,0,48,34,40.7,20,12,2,11,27,16,28,8,20,36,70,68,0,Matches,581,508,68,7,0,5,9,61,0,0,0,0,404,5,10,2,0,0,16,7,0,9,36,21,0,1,0,89,39,31,55.7
Tyrese Campbell,eng ENG,FW,Stoke City,17,1999,0.9,10,20,50.0,129,47,6,12,50.0,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,1,3,0,4,2,100.0,0,2,0,1,1,0,1,1,0,1,3,0,0,Matches,20,19,1,0,0,0,3,0,0,0,0,0,10,0,1,0,0,0,0,0,1,3,1,1,0,0,0,1,2,4,33.3
Emre Can,de GER,MF,Liverpool,23,1994,23.2,1338,1571,85.2,23098,5472,600,662,90.6,591,668,88.5,117,179,65.4,4,3.0,2.4,+1.0,25,136,23,2,137,67,41.9,32,29,6,18,43,25,32,4,28,28,95,37,1,Matches,1571,1542,26,10,11,14,11,14,0,0,0,0,1338,3,19,8,0,0,27,27,0,11,28,54,1,0,0,196,45,49,47.9
Étienne Capoue,fr FRA,MF,Watford,29,1988,17.1,723,883,81.9,12866,3380,342,390,87.7,271,320,84.7,91,135,67.4,0,0.6,1.2,-0.6,8,75,9,1,74,43,40.4,15,25,3,19,47,28,21,1,20,43,86,38,0,Matches,883,849,31,14,5,28,4,1,2,0,0,0,723,3,11,3,0,0,21,16,1,4,43,26,0,0,0,119,42,23,64.6
Michael Carrick,eng ENG,MF,Manchester Utd,36,1981,1.2,84,99,84.8,1602,837,40,41,97.6,29,29,100.0,14,25,56.0,0,0.1,0.2,-0.1,1,17,0,0,15,1,0.0,0,1,0,0,1,1,2,0,2,1,2,3,0,Matches,99,98,1,1,1,2,0,0,0,0,0,0,84,0,2,0,0,0,1,1,0,0,1,1,0,0,0,17,0,2,0.0
André Carrillo,pe PER,"FW,MF",Watford,26,1991,17.1,561,772,72.7,8091,2148,339,396,85.6,145,221,65.6,47,77,61.0,2,2.8,2.4,-0.8,20,40,24,8,72,31,24.2,16,12,3,8,33,25,7,0,7,15,46,16,0,Matches,772,752,20,7,2,6,54,9,4,0,3,0,561,0,39,2,0,0,13,15,4,54,15,24,0,0,0,102,13,40,24.5
Guido Carrillo,ar ARG,FW,Southampton,26,1991,5.0,81,124,65.3,936,171,54,74,73.0,17,27,63.0,2,3,66.7,1,0.4,0.5,+0.6,4,3,3,0,8,5,0.0,0,3,2,0,1,1,4,0,4,0,5,5,0,Matches,124,119,4,0,1,0,0,0,0,0,0,0,81,1,6,0,0,0,7,2,1,0,0,1,0,0,0,17,32,60,34.8
Andy Carroll,eng ENG,FW,West Ham,28,1989,8.3,158,262,60.3,2741,519,74,114,64.9,64,100,64.0,14,29,48.3,0,0.5,0.3,-0.5,7,13,6,3,11,3,0.0,2,0,1,0,1,1,3,2,1,2,5,15,0,Matches,262,248,13,1,0,2,10,3,0,0,0,0,158,1,3,7,1,1,28,14,6,10,2,3,0,0,0,24,74,48,60.7
Tom Carroll,eng ENG,MF,Swansea City,25,1992,28.6,1235,1577,78.3,21581,7289,575,640,89.8,472,566,83.4,147,283,51.9,4,4.1,4.1,-0.1,47,161,31,8,179,53,26.4,22,23,8,14,53,39,37,8,29,29,82,18,1,Matches,1577,1430,144,62,3,10,129,1,70,42,20,1,1235,3,32,3,0,0,23,17,1,129,29,33,0,0,0,139,10,21,32.3
